case_id,source,size_xyz,spacing,origin,direction,matches_reference
BraTS-GLI-02793-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02793-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02799-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02799-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02801-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02801-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02801-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02801-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02808-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02808-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02817-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02817-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02828-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02828-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02833-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02833-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02835-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02835-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02836-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02836-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02851-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02851-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02866-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02866-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02866-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02866-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02895-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02895-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02897-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02897-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02901-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02901-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02905-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02905-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02917-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02917-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02934-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02934-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02947-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02947-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02983-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02983-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02984-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02984-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02985-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02985-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02992-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02992-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02996-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-02996-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03009-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03009-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03010-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03010-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03019-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03019-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03020-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03020-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03025-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03025-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03026-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03026-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03027-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03027-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03027-101,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03027-101,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03059-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03059-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03060-102,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03060-102,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03063-100,clean_t1c,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
BraTS-GLI-03063-100,clean_seg,182x218x182,"(1.0, 1.0, 1.0)","(-90.0, 126.0, -72.0)","(1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",True
