case_id,method,path,hash,voxels,mtime
BraTS-GLI-02108-100,rango_doble,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_rango_doble.nii.gz,fd40892dc2e6feaef74c8cfc3cf9c248d8f5218a0da8340143b5281fa3d9c3ca,201116,2026-07-05T23:09:54.246302
BraTS-GLI-02108-100,spline,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_spline.nii.gz,81f075552da10e17aae1d8bb62787eb0116a5020078c46e7378e7db4c00af7ef,22866,2026-07-05T23:09:54.312608
BraTS-GLI-02108-100,sustraccion,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_sustraccion.nii.gz,790b64ad9b9630ad0c0a69ed03fa207d2e549e595c264f2e11d58be55c6913a3,91845,2026-07-05T23:09:54.192091
BraTS-GLI-02108-100,variational_spline,output\segmentacion\BraTS-GLI-02108-100\BraTS-GLI-02108-100-et_variational_spline.nii.gz,726f62864fe9e7f6d211a2f70c1b829c651cb3035e4b7fdb5d6bc84e6e9a7682,87696,2026-07-05T23:09:54.280063
BraTS-GLI-02116-100,bspline,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_bspline.nii.gz,4fe259f80e44987c0981115a78e313b805aee0620522036cd4681ff47cfa3b2c,37588,2026-07-05T23:11:24.488185
BraTS-GLI-02116-100,fast_marching,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_fast_marching.nii.gz,befea32589dcadc8b04df08d42e592ff8c423aa03ed39c3e2222e0fbfb17eba8,6327,2026-07-05T23:11:24.512669
BraTS-GLI-02116-100,gmm_2d,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_gmm_2d.nii.gz,e06734def9dc55450c04fb6d164f5e0ffe0ebaea9a7eb8a0bcf38158a06ecedc,83186,2026-07-05T23:11:24.408168
BraTS-GLI-02116-100,gmm_T1c,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_gmm_T1c.nii.gz,0a7f080088d8b04e44e27a6b5249cdbf435f8674eedbf9493e3b76e105bdecaa,37581,2026-07-05T23:11:24.372572
BraTS-GLI-02116-100,level_set,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_level_set.nii.gz,4fe259f80e44987c0981115a78e313b805aee0620522036cd4681ff47cfa3b2c,37588,2026-07-05T23:11:24.459239
BraTS-GLI-02116-100,otsu_T1c,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_otsu_T1c.nii.gz,56bdab8473a64f24c5a3a7caf8a9d3b37b0539feeaddcc3083862d7d8cde2eda,30501,2026-07-05T23:11:24.355667
BraTS-GLI-02116-100,rango_doble,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_rango_doble.nii.gz,311bcb277b32bb1f8e067ec124d9bd386fd3f46420377bc712844931db9d8887,311879,2026-07-05T23:11:24.444229
BraTS-GLI-02116-100,spline,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_spline.nii.gz,89f40d53f2edd8428bf133d6c38af8fe20caa60e3179ed0736189eab82fa0c92,27078,2026-07-05T23:11:24.501348
BraTS-GLI-02116-100,sustraccion,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_sustraccion.nii.gz,9cf63d16a2fa581a75c863521e6c70ea5ddd05f189f01aff289dee3ecaaa29ad,111705,2026-07-05T23:11:24.392009
BraTS-GLI-02116-100,variational_spline,output\segmentacion\BraTS-GLI-02116-100\BraTS-GLI-02116-100-et_variational_spline.nii.gz,4fe259f80e44987c0981115a78e313b805aee0620522036cd4681ff47cfa3b2c,37588,2026-07-05T23:11:24.473637
BraTS-GLI-02118-100,bspline,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_bspline.nii.gz,08c189f2df54a51b39216eb6f087049d1943b6be434f89e5100fc2972274c3c5,30889,2026-07-05T23:12:37.056385
BraTS-GLI-02118-100,fast_marching,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_fast_marching.nii.gz,b39c268a2e6960691bbee7a9631ddc96fc21e513f27095565652516ddf30e5eb,5027,2026-07-05T23:12:37.083517
BraTS-GLI-02118-100,gmm_2d,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_gmm_2d.nii.gz,abe5897da7d5439d8570176e0f9383acc03d2f185b308ed705fd4145b715ff6c,81043,2026-07-05T23:12:36.969449
BraTS-GLI-02118-100,gmm_T1c,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_gmm_T1c.nii.gz,6678f34f4fdedc8fd528cc88607d0be759152a1f1015fe999f66fe63e06de457,50069,2026-07-05T23:12:36.927407
BraTS-GLI-02118-100,level_set,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_level_set.nii.gz,dde26a4903afd276c630cda65a4777613058bc48279bd307b683f0c0cdd323fb,29131,2026-07-05T23:12:37.025884
BraTS-GLI-02118-100,otsu_T1c,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_otsu_T1c.nii.gz,56f7acc7973fa5f43591bf34a161398041ef6bb257b9e2d9531d0aba23403756,40052,2026-07-05T23:12:36.907058
BraTS-GLI-02118-100,rango_doble,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_rango_doble.nii.gz,c5ca52847b97840c23d32f81a21cbfece3cfa4c38cd16874a556efe762b00198,285805,2026-07-05T23:12:37.007067
BraTS-GLI-02118-100,spline,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_spline.nii.gz,7a43d4bec1128cd5c445cfcbd3e2b661ccdf66bda991fe80fa6d0bad5c33e1f5,55103,2026-07-05T23:12:37.071202
BraTS-GLI-02118-100,sustraccion,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_sustraccion.nii.gz,be5c7729043ec62dab2f230085a151e6139a3225ff116d59d4ec7db556b652a5,94392,2026-07-05T23:12:36.950124
BraTS-GLI-02118-100,variational_spline,output\segmentacion\BraTS-GLI-02118-100\BraTS-GLI-02118-100-et_variational_spline.nii.gz,a61ab5119dc91be3b1d25ed3fc49a2c0ce36ab43767d8569c08f768add441638,33768,2026-07-05T23:12:37.039893
BraTS-GLI-02139-100,bspline,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_bspline.nii.gz,29a6bfca336ea7270fa6ac1f20fd6569d1dc891c6d23615e644672a0ea100505,22054,2026-07-05T23:13:09.268617
BraTS-GLI-02139-100,fast_marching,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_fast_marching.nii.gz,52cd738768fc8a9afcad711ecccf33be759a95cc6a29930499e04c61d65813b6,2495,2026-07-05T23:13:09.293823
BraTS-GLI-02139-100,gmm_2d,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_gmm_2d.nii.gz,e4c858812a585b4a45454ca47f9b2d64599b6a15d764db818cc92f56d4596b1f,139338,2026-07-05T23:13:09.197102
BraTS-GLI-02139-100,gmm_T1c,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_gmm_T1c.nii.gz,bb31f0a43315aff05d97dbf32a9748362f114d5240ede0c18c7b4b167546205e,22042,2026-07-05T23:13:09.157093
BraTS-GLI-02139-100,level_set,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_level_set.nii.gz,29a6bfca336ea7270fa6ac1f20fd6569d1dc891c6d23615e644672a0ea100505,22054,2026-07-05T23:13:09.243417
BraTS-GLI-02139-100,otsu_T1c,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_otsu_T1c.nii.gz,2ed8e6781c1030cd625a1bcc91b76995b0f4ab78c8385caed9a60ce6918ec78e,14507,2026-07-05T23:13:09.144505
BraTS-GLI-02139-100,rango_doble,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_rango_doble.nii.gz,883b4226aa620578fa2704f5127036197f4f8b00f3d480e3c0fcf1554a94dc66,186781,2026-07-05T23:13:09.229832
BraTS-GLI-02139-100,spline,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_spline.nii.gz,095d527d3d6a0ff27a4fe4608445f448614cacf8cd0104f0f3d3cd197eab78a3,15938,2026-07-05T23:13:09.281866
BraTS-GLI-02139-100,sustraccion,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_sustraccion.nii.gz,61f854694c8546d72b955219f444d2e5416b489a3052b637bd345ff46eb04c82,70611,2026-07-05T23:13:09.175893
BraTS-GLI-02139-100,variational_spline,output\segmentacion\BraTS-GLI-02139-100\BraTS-GLI-02139-100-et_variational_spline.nii.gz,29a6bfca336ea7270fa6ac1f20fd6569d1dc891c6d23615e644672a0ea100505,22054,2026-07-05T23:13:09.256154
BraTS-GLI-02143-100,bspline,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_bspline.nii.gz,d3393862f24d9fd8734194630907c6fd6fb2ab6065d45bbb8cb6d7009199ccdc,14503,2026-07-05T23:14:10.270220
BraTS-GLI-02143-100,fast_marching,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_fast_marching.nii.gz,2ccb139f4522ace9586b67b27e333544afa77678ffd874fa684329b5fbb71cc0,8292,2026-07-05T23:14:10.296180
BraTS-GLI-02143-100,gmm_2d,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_gmm_2d.nii.gz,844765995093c04d6eb22b61e3684b9fc2f35fabc97f3c3c027c9c7bc0097913,70217,2026-07-05T23:14:10.204007
BraTS-GLI-02143-100,gmm_T1c,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_gmm_T1c.nii.gz,86b90034db63d52916c87e72f6518bdd9f6299c264fb287269a2b04cc7154e35,22358,2026-07-05T23:14:10.170736
BraTS-GLI-02143-100,level_set,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_level_set.nii.gz,e3cee6da1c081e2d3f880209f51711b219d62021c26892ce32c170e3779a0125,22368,2026-07-05T23:14:10.243894
BraTS-GLI-02143-100,otsu_T1c,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_otsu_T1c.nii.gz,e88b533e8c97a663f92170212481b2249d6a09fe93b9a262bc05201e9d61ca6c,23313,2026-07-05T23:14:10.158348
BraTS-GLI-02143-100,rango_doble,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_rango_doble.nii.gz,160296a0b692ab4c6828a0bb260fe4a168bce48df17961913c5fe58377e809b3,129528,2026-07-05T23:14:10.228475
BraTS-GLI-02143-100,spline,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_spline.nii.gz,32d71150a47c279a513839e4c29dc6fdc83b5a805d8b63c215c8a14c2004648e,20181,2026-07-05T23:14:10.284132
BraTS-GLI-02143-100,sustraccion,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_sustraccion.nii.gz,6769d4b473a75a52807af8224c54a44f395ec4ed444c4c993d1397b8a9f6bc47,47660,2026-07-05T23:14:10.185755
BraTS-GLI-02143-100,variational_spline,output\segmentacion\BraTS-GLI-02143-100\BraTS-GLI-02143-100-et_variational_spline.nii.gz,416696534cd34f43a96f89fc17d2564b6943395cfc3e0508bc430f4752297ecc,12548,2026-07-05T23:14:10.256780
BraTS-GLI-02151-100,bspline,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_bspline.nii.gz,883038ea046cbb1d1068fe6ed3d1d849f1293aa115b50c6cbb6b9a278385048d,12200,2026-07-05T23:14:36.739280
BraTS-GLI-02151-100,fast_marching,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_fast_marching.nii.gz,1dae7b7d95dab51f71bf77dce77604bf7651002a7247c70546ed47c24ae39587,5890,2026-07-05T23:14:36.763068
BraTS-GLI-02151-100,gmm_2d,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_gmm_2d.nii.gz,d7511d6a35a43dbd9565f11c75e6840bf945f5c6b9f6d65c4ebaf4800afc8001,55095,2026-07-05T23:14:36.669669
BraTS-GLI-02151-100,gmm_T1c,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_gmm_T1c.nii.gz,c36639c54f7891553a70b5737209e7a86cec5648c34dd353354ca4583c5fc06d,15909,2026-07-05T23:14:36.634229
BraTS-GLI-02151-100,level_set,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_level_set.nii.gz,e95c3c188456437e87c1b179c3993481515d4e01fafb24f02bca3dd9b79c9231,15929,2026-07-05T23:14:36.715885
BraTS-GLI-02151-100,otsu_T1c,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_otsu_T1c.nii.gz,15f823e313e66f7dde672ae6974900c270e7e21b2e2793ef71babaa1548f55ef,28341,2026-07-05T23:14:36.621871
BraTS-GLI-02151-100,rango_doble,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_rango_doble.nii.gz,51d495898db10df71502df95a725ec93050a8e07ad8603c08178f307b76a0b55,219101,2026-07-05T23:14:36.703729
BraTS-GLI-02151-100,spline,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_spline.nii.gz,4cf8fea4a0f451747600fa41a903b5d24257a109773ba2015c257a7bfe78ec29,16411,2026-07-05T23:14:36.751726
BraTS-GLI-02151-100,sustraccion,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_sustraccion.nii.gz,6d1ecd0670943eb55e2084af777b6dc8771a01910efb58623323b1f1ba913bb7,82501,2026-07-05T23:14:36.651918
BraTS-GLI-02151-100,variational_spline,output\segmentacion\BraTS-GLI-02151-100\BraTS-GLI-02151-100-et_variational_spline.nii.gz,6b56b4f3d94eafa488af46baa59fc6b3b55f4531fa550aacd464434c20c72879,25592,2026-07-05T23:14:36.727561
BraTS-GLI-02156-100,bspline,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_bspline.nii.gz,0257f33435ed1f52825fa91733ac8df109913a69a3050cc1fa90ef0d985c434a,195929,2026-07-05T23:15:13.887924
BraTS-GLI-02156-100,fast_marching,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_fast_marching.nii.gz,70c77e4a8ec81833375eb9ef41a5d7a89038bd636a97ba09337f3ddd1ebec80a,3334,2026-07-05T23:15:13.928450
BraTS-GLI-02156-100,gmm_2d,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_gmm_2d.nii.gz,3ba215219d4977e2349072dc55193f716a8f58d39a6546f8c42f3657b4f13af4,115417,2026-07-05T23:15:13.766423
BraTS-GLI-02156-100,gmm_T1c,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_gmm_T1c.nii.gz,0c44145a1b713ff8715dc9d3955dd49c87f36adeab8c46c0a0407ed4623ae21f,933271,2026-07-05T23:15:13.722980
BraTS-GLI-02156-100,level_set,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_level_set.nii.gz,0257f33435ed1f52825fa91733ac8df109913a69a3050cc1fa90ef0d985c434a,195929,2026-07-05T23:15:13.831749
BraTS-GLI-02156-100,otsu_T1c,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_otsu_T1c.nii.gz,59e9c6f1b85c7b3dc8c95fe7e0f648daceaf34fdb958f6a2de70c60be29a7ff8,730115,2026-07-05T23:15:13.682102
BraTS-GLI-02156-100,rango_doble,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_rango_doble.nii.gz,99b8f631d0b5927c4b59b7e28e28abb2932ed1d96a758d830c7b3c27e65a5fff,273383,2026-07-05T23:15:13.803169
BraTS-GLI-02156-100,spline,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_spline.nii.gz,0257f33435ed1f52825fa91733ac8df109913a69a3050cc1fa90ef0d985c434a,195929,2026-07-05T23:15:13.915816
BraTS-GLI-02156-100,sustraccion,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_sustraccion.nii.gz,d0cace1c94c8dbdbc58fd2ed00e20187e2ba788cec49c99a9a523432df8d77ab,90815,2026-07-05T23:15:13.744115
BraTS-GLI-02156-100,variational_spline,output\segmentacion\BraTS-GLI-02156-100\BraTS-GLI-02156-100-et_variational_spline.nii.gz,0257f33435ed1f52825fa91733ac8df109913a69a3050cc1fa90ef0d985c434a,195929,2026-07-05T23:15:13.859933
BraTS-GLI-02157-100,bspline,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_bspline.nii.gz,f1545776ee38cf664614411d62a523a85798a32d3f454607dee1a096cffdb521,19050,2026-07-05T23:15:38.805508
BraTS-GLI-02157-100,fast_marching,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_fast_marching.nii.gz,48e8209bf1073f5e4b30c0bbf25bb27212a5eff1c33c30ac4d21af79e51c439a,4413,2026-07-05T23:15:38.830369
BraTS-GLI-02157-100,gmm_2d,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_gmm_2d.nii.gz,042e02218a613a155b8854525c1043bac66ffe93957f788fbf8e2a2b7b140837,206629,2026-07-05T23:15:38.726370
BraTS-GLI-02157-100,gmm_T1c,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_gmm_T1c.nii.gz,1796417e1c19c45f6d52e3ce05b8192cee526e55072251bc8a41a5e72dad81ff,20435,2026-07-05T23:15:38.676396
BraTS-GLI-02157-100,level_set,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_level_set.nii.gz,ea647b24c8e3b24a6211f15e070b5c04861a4133db3772835cde31524f1cf4ef,11255,2026-07-05T23:15:38.780410
BraTS-GLI-02157-100,otsu_T1c,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_otsu_T1c.nii.gz,4d43acfa12257ca1b18f2fbf6cd7c4324e96298110b5ddb2c2f85c1107345622,18346,2026-07-05T23:15:38.664863
BraTS-GLI-02157-100,rango_doble,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_rango_doble.nii.gz,9105c2fba8144fc9fd6025f395b2bf6efdc0188cd45a73531d5d8b2b995081ab,307871,2026-07-05T23:15:38.767086
BraTS-GLI-02157-100,spline,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_spline.nii.gz,56881c63b85db73115e013b5d4c220906b1d7e86a8119fd031c3a689f046d85b,20710,2026-07-05T23:15:38.817870
BraTS-GLI-02157-100,sustraccion,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_sustraccion.nii.gz,3aa9a603942ecdd12e5db78a8e1218129b0ab482f5ba7497f6a700d81c8a550c,98275,2026-07-05T23:15:38.697901
BraTS-GLI-02157-100,variational_spline,output\segmentacion\BraTS-GLI-02157-100\BraTS-GLI-02157-100-et_variational_spline.nii.gz,b639f2bd645491fcb8c1b6f759bc1aa1517c86395c056e483f994c21ab6a1edb,21213,2026-07-05T23:15:38.792035
BraTS-GLI-02158-100,bspline,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_bspline.nii.gz,3f60dd6e9ab39d1440af791f000dcdd688c7db025c7ff93a02169ef007ec2bb2,39996,2026-07-05T23:17:34.024751
BraTS-GLI-02158-100,fast_marching,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_fast_marching.nii.gz,c9526f0411a8e6da68e6f403e1b9b4a36ae8c5d5a64e5b3476f4442b418485ac,5650,2026-07-05T23:17:34.048246
BraTS-GLI-02158-100,gmm_2d,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_gmm_2d.nii.gz,02547bd050033a2955280a35cb83a917e6a537998a324ccd784b2757a1d7a6bd,95118,2026-07-05T23:17:33.943300
BraTS-GLI-02158-100,gmm_T1c,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_gmm_T1c.nii.gz,633b081d670bcf4db38efe72b6ce97c3d40e46a8d01f61f5011b406b66de3c6f,64351,2026-07-05T23:17:33.899028
BraTS-GLI-02158-100,level_set,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_level_set.nii.gz,c824ec2edde74cfe42d6bbe5b55bc243879b9942e941db40765934a977d89ea6,25181,2026-07-05T23:17:33.999544
BraTS-GLI-02158-100,otsu_T1c,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_otsu_T1c.nii.gz,b00f5e375b952eb24a71999f8a588f37cd08a0fd0af968c6f41a7d24495a59a3,37071,2026-07-05T23:17:33.883175
BraTS-GLI-02158-100,rango_doble,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_rango_doble.nii.gz,71ca22ccb90f72ae500aba710579a7d948c117cd5fd74ade0e375e58b8a377e4,220296,2026-07-05T23:17:33.982529
BraTS-GLI-02158-100,spline,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_spline.nii.gz,926d7ca0af301eb589f17c7ee1d8635ef9a9ab299284687ee760d109936ec3fc,33494,2026-07-05T23:17:34.037726
BraTS-GLI-02158-100,sustraccion,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_sustraccion.nii.gz,4896059cb9bfc538eab052e579a6c44340f36ef93bec07e3f1038134df2adde3,102359,2026-07-05T23:17:33.920913
BraTS-GLI-02158-100,variational_spline,output\segmentacion\BraTS-GLI-02158-100\BraTS-GLI-02158-100-et_variational_spline.nii.gz,09c3596939091100ec140e59b1b6ac84eaf994e173c730819cd0ba1dcaa4bf07,43072,2026-07-05T23:17:34.012347
BraTS-GLI-02169-100,bspline,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_bspline.nii.gz,753e803e38498814fd17540166608e72a8e9070e336317f7c4d48a2b6aec77a9,49134,2026-07-05T23:19:06.323996
BraTS-GLI-02169-100,fast_marching,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_fast_marching.nii.gz,89a0e170823304705deef4692ffe7f38996765de552dc46b9ba895685148b26b,6763,2026-07-05T23:19:06.351759
BraTS-GLI-02169-100,gmm_2d,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_gmm_2d.nii.gz,f4ef325ac35e27f8b6c1be0669baafe1d88daa60c77b8519d181ef11ec570802,104024,2026-07-05T23:19:06.245407
BraTS-GLI-02169-100,gmm_T1c,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_gmm_T1c.nii.gz,78215216dfc4321c21c818bb6b63ad54b3a02dc9109b8331302da1afd5dd3e2d,47086,2026-07-05T23:19:06.201817
BraTS-GLI-02169-100,level_set,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_level_set.nii.gz,9c0d0b4d931e7df3c798897ba5f045bc43028b92252afd45f8a5c0eae47f7a76,19394,2026-07-05T23:19:06.292948
BraTS-GLI-02169-100,otsu_T1c,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_otsu_T1c.nii.gz,6f66110839a342aaa87ce7595f676fed3d61672a2fb15c38b4441e78a5eb2217,21918,2026-07-05T23:19:06.185725
BraTS-GLI-02169-100,rango_doble,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_rango_doble.nii.gz,dba8cf46cac2e72a342ddd58d4d4bc11e5fa5a4799f5121f950b31d2e405b5a3,267424,2026-07-05T23:19:06.279896
BraTS-GLI-02169-100,spline,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_spline.nii.gz,9f99612640a39e3ac5900899863c81efe9d611aeb7f1d65d498cce85c2adc877,24857,2026-07-05T23:19:06.338037
BraTS-GLI-02169-100,sustraccion,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_sustraccion.nii.gz,87fd5224bf02bcdf49fde6bb85269519c041e2647e6ffa0583a152ae52fe5ce3,88786,2026-07-05T23:19:06.222307
BraTS-GLI-02169-100,variational_spline,output\segmentacion\BraTS-GLI-02169-100\BraTS-GLI-02169-100-et_variational_spline.nii.gz,753e803e38498814fd17540166608e72a8e9070e336317f7c4d48a2b6aec77a9,49134,2026-07-05T23:19:06.309969
